CASE_CODE_TYPE,CASE_CODE,CASE_CODE_TITLE,Hierarchy_level,Sort_sequence
natu,2240,"Disorders of the peripheral nervous system, unspecified",4,187
natu,2241,Carpal tunnel syndrome,4,188
natu,2242,"Inflammatory and toxic neuropathy, toxic polyneuropathy",4,189
natu,2243,Toxic myoneural disorders,4,190
natu,2244,Tarsal tunnel syndrome,4,191
natu,2249,"Disorders of the peripheral nervous system, n.e.c.",4,192
natu,225,"Disorders of the eye, adnexa, vision",3,193
natu,2250,"Disorders of the eye, adnexa, vision, unspecified",4,194
natu,2251,Conjunctivitis—non-viral,4,195
natu,2252,"Inflammation except conjunctivitis (including ophthalmia, iritis, chalazion)",4,196
natu,2253,Cataracts,4,197
natu,2254,"Blindness, low vision",4,198
natu,2255,Glaucoma,4,199
natu,2256,Visual disturbances,4,200
natu,2259,"Disorders of the eye, adnexa, vision, n.e.c.",4,201
natu,226,"Disorders of the ear, mastoid process, hearing",3,202
natu,2260,"Disorders of the ear, mastoid process, hearing, unspecified",4,203
natu,2261,"Deafness, hearing loss and impairment",4,204
natu,2262,Tinnitis,4,205
natu,2269,"Disorders of the ear, mastoid process, and hearing, n.e.c.",4,206
natu,229,"Nervous system and sense organs diseases, n.e.c.",3,207
natu,23,Circulatory system diseases,2,208
natu,230,"Circulatory system diseases, unspecified",3,209
natu,231,Rheumatic fever with heart involvement,3,210
natu,232,Hypertensive disease,3,211
natu,233,"Ischemic heart disease, including heart attack",3,212
natu,2330,"Ischemic heart disease, unspecified",4,213
natu,2331,Myocardial infarction (heart attack),4,214
natu,2332,Angina,4,215
natu,2339,"Ischemic heart disease, n.e.c.",4,216
natu,234,Diseases of pulmonary circulation,3,217
natu,2340,"Diseases of pulmonary circulation, unspecified",4,218
natu,2341,Pulmonary heart disease,4,219
natu,2342,Pulmonary embolism,4,220
natu,2349,"Diseases of pulmonary circulation, n.e.c.",4,221
natu,235,Other forms of heart disease,3,222
natu,2350,"Other forms of heart disease, unspecified",4,223
natu,2351,Toxic myocarditis,4,224
natu,2352,Heart failure,4,225
natu,2353,Ill-defined descriptions and complications of heart disease,4,226
natu,2359,"Other forms of heart disease, n.e.c.",4,227
natu,236,Cerebrovascular disease,3,228
natu,2360,"Cerebrovascular disease, unspecified",4,229
natu,2361,Stroke,4,230
natu,2362,Transient ischemia attacks,4,231
natu,2369,"Cerebrovascular disease, n.e.c.",4,232
natu,237,"Diseases of arteries, arterioles, capillaries",3,233
natu,2370,"Diseases of arteries, arterioles, capillaries, unspecified",4,234
natu,2371,Raynaud's syndrome or phenomenon,4,235
natu,2372,Aneurysm—nontraumatic,4,236
natu,2379,"Diseases of arteries, arterioles, capillaries, n.e.c.",4,237
natu,238,"Diseases of the veins, lymphatics",3,238
natu,2380,"Diseases of the veins, lymphatics, unspecified",4,239
natu,2381,Varicose veins,4,240
natu,2382,Hemorrhoids,4,241
natu,2383,"Phlebitis, thrombosis",4,242
natu,2389,"Diseases of the veins, lymphatics, n.e.c.",4,243
natu,239,"Circulatory system diseases, n.e.c.",3,244
natu,24,Respiratory system diseases,2,245
natu,240,"Respiratory system diseases, unspecified",3,246
natu,241,Acute respiratory infections (including common cold),3,247
natu,242,Other diseases of upper respiratory tract,3,248
natu,2420,"Other diseases of upper respiratory tract, unspecified",4,249
natu,2421,Allergic rhinitis,4,250
natu,2422,Chronic conditions of upper respiratory tract ,4,251
natu,2429,"Other diseases of upper respiratory tract, n.e.c.",4,252
natu,243,"Pneumonia, influenza",3,253
natu,2430,"Pneumonia, influenza, unspecified",4,254
natu,2431,Pneumonia,4,255
natu,2432,Influenza—common,4,256
natu,2433,Influenza—novel,4,257
natu,244,Chronic obstructive pulmonary disease and allied conditions,3,258
natu,2440,"Chronic obstructive pulmonary disease and allied conditions, unspecified",4,259
natu,2441,Chronic bronchitis ,4,260
natu,2442,Emphysema,4,261
natu,2443,"Asthma, except intrinsic",4,262
natu,2444,Extrinsic allergic alveolitis and hypersensitivity pneumonitis ,4,263
natu,2449,"Chronic obstructive pulmonary diseases and allied conditions, n.e.c.",4,264
natu,245,Pneumoconioses,3,265
natu,2450,"Pneumoconioses, unspecified",4,266
natu,2451,Coal workers' pneumoconiosis ,4,267
natu,2452,Asbestosis,4,268
natu,2453,"Silicosis, talcosis",4,269
natu,2454,"Byssinosis, mill fever",4,270
natu,2455,Aluminosis,4,271
natu,2456,Berylliosis,4,272
natu,2457,Siderosis,4,273
natu,2458,Pneumoconiosis with tuberculosis,4,274
natu,2459,"Pneumoconioses, n.e.c.",4,275
natu,249,Other respiratory system diseases,3,276
natu,2490,"Other respiratory system diseases, unspecified",4,277
natu,2491,"Pneumonitis, n.e.c.",4,278
natu,2492,Pulmonary edema,4,279
natu,2493,"Pulmonary fibrosis, n.e.c.",4,280
natu,2494,"Atelectasis, collapsed lung",4,281
natu,2499,"Other respiratory system diseases, n.e.c.",4,282
natu,25,Digestive system diseases and disorders,2,283
natu,250,"Digestive system diseases and disorders, unspecified",3,284
natu,251,"Diseases of oral cavity, salivary glands, and jaws",3,285
natu,252,"Diseases of esophagus, stomach, and duodenum",3,286
natu,253,Hernia—nontraumatic,3,287
natu,254,Noninfectious enteritis and colitis (including ileitis),3,288
natu,255,Other diseases of intestines and peritoneum,3,289
natu,256,Toxic hepatitis—noninfective,3,290
natu,259,"Digestive system diseases and disorders, n.e.c.",3,291
natu,26,Genitourinary system diseases and disorders,2,292
natu,260,"Genitourinary system diseases and disorders, unspecified",3,293
natu,261,"Nephritis, nephrotic syndrome, and nephrosis",3,294
natu,2610,"Nephritis, nephrotic syndrome, and nephrosis, unspecified",4,295
natu,2611,Nephritis,4,296
natu,2612,Nephrotic syndrome,4,297
natu,2613,Nephrosis,4,298
natu,262,Other diseases of urinary system,3,299
natu,263,Diseases and disorders of the genital tract,3,300
natu,2630,"Diseases and disorders of the genital tract, unspecified",4,301
natu,2631,Infertility,4,302
natu,2632,"Spontaneous abortion, miscarriage",4,303
natu,2639,"Diseases and disorders of the genital tract, n.e.c.",4,304
natu,264,Disorders of breast,3,305
natu,269,"Genitourinary system diseases and disorders, n.e.c.",3,306
natu,27,Musculoskeletal system and connective tissue diseases and disorders,2,307
natu,270,"Musculoskeletal system and connective tissue diseases and disorders, unspecified",3,308
natu,271,Arthropathies and related disorders (arthritis),3,309
natu,272,Dorsopathies,3,310
natu,2720,"Dorsopathies, unspecified",4,311
natu,2721,Sciatica,4,312
natu,2722,Lumbago,4,313
natu,2723,"Disc disorders, except dislocation",4,314
natu,2729,"Dorsopathies, n.e.c.",4,315
natu,273,"Soft tissue disorders, except the back",3,316
natu,2730,"Soft tissue disorder, except the back, unspecified",4,317
natu,2731,Bursitis,4,318
natu,2732,Stenosing tenosynovitis,4,319
natu,2733,"Other tenosynovitis, synovitis",4,320
natu,2734,Epicondylitis,4,321
natu,2735,Other or unspecified tendonitis (tendinitis),4,322
natu,2736,Ganglion or cystic tumor,4,323
natu,2738,Multiple soft tissue disorders,4,324
natu,2739,"Soft tissue disorder, except the back, n.e.c.",4,325
natu,274,"Osteopathies, chondropathies, and acquired deformities",3,326
natu,2740,"Osteopathies, chondropathies, and acquired deformities, unspecified",4,327
natu,2741,Curvature of spine,4,328
natu,2749,"Osteopathies, chondropathies, and acquired deformities, n.e.c.",4,329
natu,279,"Musculoskeletal system and connective tissue diseases and disorders, n.e.c.",3,330
natu,28,Disorders of the skin and subcutaneous tissue,2,331
natu,280,"Disorders of the skin and subcutaneous tissue, unspecified",3,332
natu,281,Infections of the skin and subcutaneous tissue,3,333
natu,2810,"Infections of the skin and subcutaneous tissue, unspecified",4,334
natu,2811,Cellulitis and abscess,4,335
natu,2812,Impetigo,4,336
natu,2813,Methicillin-resistant staphylococcus aureus (MRSA) infection,4,337
natu,2814,Other staphylococcus skin infection,4,338
natu,2815,Other or unspecified streptococcus skin infection,4,339
natu,2819,"Infections of the skin and subcutaneous tissue, n.e.c.",4,340
natu,282,Dermatitis resulting from long-term exposures,3,341
natu,283,Diseases of sebaceous glands,3,342
natu,2830,"Diseases of sebaceous glands, unspecified",4,343
natu,2831,Acne,4,344
natu,2832,Sebaceous cyst,4,345
natu,2839,"Diseases of sebaceous glands, n.e.c.",4,346
natu,289,Other diseases and disorders of the skin and subcutaneous tissue,3,347
natu,2890,"Other diseases and disorders of the skin and subcutaneous tissue, unspecified",4,348
natu,2891,Corns and calluses ,4,349
natu,2892,Ingrown nails and other nail diseases,4,350
natu,2893,"Prickly heat, heat rash, and other disorders of sweat glands ",4,351
natu,2894,Chronic skin ulcers,4,352
natu,2899,"Other diseases and disorders of the skin and subcutaneous tissue, n.e.c.",4,353
natu,29,Other systemic diseases and disorders,2,354
natu,290,"Other systemic diseases and disorders, unspecified",3,355
natu,291,"Endocrine, nutritional, metabolic, and immunity disorders",3,356
natu,2910,"Endocrine, nutritional, metabolic, and immunity disorders, unspecified",4,357
natu,2911,Diseases and disorders of thyroid gland,4,358
natu,2912,Diseases and disorders of other endocrine glands,4,359
natu,2919,"Endocrine, nutritional, metabolic, and immunity disorders, n.e.c.",4,360
natu,299,"Other systemic diseases and disorders, n.e.c.",3,361
natu,3,INFECTIOUS AND PARASITIC DISEASES,1,362
natu,30,"Infectious and parasitic diseases, unspecified",2,363
natu,31,Bacterial diseases,2,364
natu,310,"Bacterial diseases, unspecified",3,365
natu,311,Tuberculosis,3,366
natu,312,Zoonotic bacterial diseases,3,367
natu,3120,"Zoonotic bacterial diseases, unspecified",4,368
natu,3121,Anthrax,4,369
natu,3122,Brucellosis,4,370
natu,3123,"Ornithosis (including parrot fever, psittacosis)",4,371
natu,3129,"Zoonotic bacterial diseases, n.e.c.",4,372
natu,313,Syphilis and other venereal diseases,3,373
natu,314,Other spirochetal diseases,3,374
natu,3140,"Other spirochetal diseases, unspecified",4,375
natu,3141,Leptospirosis,4,376
natu,3149,"Other spirochetal diseases, n.e.c.",4,377
natu,319,Other bacterial diseases,3,378
natu,3190,"Other bacterial diseases, unspecified",4,379
natu,3191,Leprosy,4,380
natu,3192,"Diphtheria, whooping cough ",4,381
natu,3193,Streptococcal sore throat and scarlatina,4,382
natu,3194,"Methicillin-resistant infection, other than skin",4,383
natu,3195,Meningococcal infection,4,384
natu,3196,Tetanus,4,385
natu,3197,Septicemia,4,386
natu,3199,"Other bacterial diseases, n.e.c",4,387
natu,32,Viral diseases,2,388
natu,320,"Viral diseases, unspecified",3,389
natu,321,Human immunodeficiency virus (HIV) infection,3,390
natu,3210,"Human immunodeficiency virus (HIV) infection, unspecified",4,391
natu,3211,Acquired immune deficiency syndrome (AIDS),4,392
natu,3212,"AIDS-like syndrome, AIDS-related complex (ARC)",4,393
natu,3219,"Human immunodeficiency virus (HIV) infection, n.e.c.",4,394
natu,322,Non-arthropod-borne viral diseases of the central nervous system,3,395
natu,3220,"Non-arthropod-borne viral diseases of the central nervous system, unspecified",4,396
natu,3221,Meningitis due to enterovirus,4,397
natu,3229,"Non-arthropod-borne viral diseases of the central nervous system, n.e.c.",4,398
natu,323,Viral diseases accompanied by exanthem (eruptive fever),3,399
natu,3230,"Viral diseases accompanied by exanthem (eruptive fever), unspecified",4,400
natu,3231,Smallpox ,4,401
natu,3232,Cowpox and paravaccinia,4,402
natu,3233,"Chickenpox, varicella",4,403
natu,3234,"Herpes zoster, shingles",4,404
natu,3235,Herpes simplex,4,405
natu,3236,Measles,4,406
natu,3237,"Rubella, German measles",4,407
natu,3239,"Viral diseases accompanied by exanthem (eruptive fever), n.e.c.",4,408
natu,324,Arthropod-borne viral diseases,3,409
natu,3240,"Arthropod-borne viral diseases, unspecified",4,410
natu,3241,Yellow fever,4,411
natu,3242,Dengue,4,412
natu,3243,Viral encephalitis,4,413
natu,3244,Hemorrhagic fever,4,414
natu,3245,West Nile virus,4,415
natu,3249,"Arthropod-borne viral diseases, n.e.c.",4,416
natu,325,Viral hepatitis,3,417
natu,3250,"Viral hepatitis, unspecified",4,418
natu,3251,Type A viral hepatitis (infectious hepatitis),4,419
natu,3252,Type B viral hepatitis (serum hepatitis),4,420
natu,3253,Type C viral hepatitis ,4,421
natu,3254,Type E viral hepatitis,4,422
natu,3259,"Viral hepatitis, n.e.c.",4,423
natu,326,Viral diseases of the conjunctiva,3,424
natu,3260,"Viral diseases of the conjunctiva, unspecified",4,425
natu,3261,Viral conjunctivitis (ophthalmia),4,426
natu,3269,"Viral diseases of the conjunctiva, n.e.c.",4,427
natu,329,Other diseases due to viruses,3,428
natu,3290,"Other diseases due to viruses, unspecified",4,429
natu,3291,Rabies,4,430
natu,3292,Mumps,4,431
natu,3293,Infectious mononucleosis,4,432
natu,3294,Foot and mouth disease,4,433
natu,3299,"Other diseases due to viruses, n.e.c.",4,434
natu,33,Other arthropod-borne diseases,2,435
natu,330,"Other arthropod-borne diseases, unspecified",3,436
natu,331,Rickettsioses diseases,3,437
natu,3310,"Rickettsioses diseases, unspecified",4,438
natu,3311,Q fever,4,439
natu,3312,Spotted fevers and tick typhus,4,440
natu,3319,"Rickettsioses diseases, n.e.c.",4,441
natu,332,Malaria,3,442
natu,333,Lyme disease,3,443
natu,339,"Other arthropod-borne diseases, n.e.c.",3,444
natu,34,Mycoses (fungal infections),2,445
natu,340,"Mycoses, unspecified",3,446
natu,341,"Dermatophytosis (including athlete's foot, tinea)",3,447
natu,342,Coccidioidomycosis,3,448
natu,349,"Mycoses, n.e.c.",3,449
natu,35,Helminthiases (worm infections),2,450
natu,36,Infectious diseases peculiar to the intestines,2,451
natu,360,"Infectious diseases peculiar to the intestines, unspecified",3,452
natu,361,Cholera,3,453
natu,362,Typhoid and paratyphoid fevers,3,454
natu,363,Other salmonella infections,3,455
natu,364,Other bacterial food poisoning (including botulism and staphylococcal food poisoning),3,456
natu,365,Colitis,3,457
natu,366,Dysentery,3,458
natu,369,"Infectious diseases peculiar to the intestines, n.e.c.",3,459
natu,39,Other infectious and parasitic diseases,2,460
natu,390,"Other infectious and parasitic diseases, unspecified",3,461
natu,391,Pediculosis and phthirus infestation (lice),3,462
natu,392,Scabies and other acariases,3,463
natu,393,"Other infestations (including maggots, leeches, jigger disease)",3,464
natu,399,"Other infectious and parasitic diseases, n.e.c.",3,465
natu,4,"NEOPLASMS, TUMORS, AND CANCERS",1,466
natu,41,"Malignant neoplasms and tumors (cancers, carcinomas, sarcomas)",2,467
natu,410,"Malignant neoplasms and tumors (cancers, carcinomas, sarcomas)",3,468
natu,411,Malignant neoplasms and tumors of bone and articular cartilage,3,469
natu,412,Malignant neoplasms and tumors of the skin,3,470
natu,4120,"Malignant neoplasms and tumors of the skin, unspecified",4,471
natu,4121,Melanoma of the skin (melanocarcinoma),4,472
natu,4122,Non-melanoma skin cancer (squamous and basal cell),4,473
natu,4128,Multiple malignant neoplasms and tumors of the skin,4,474
natu,413,Malignant neoplasms and tumors of lymphatic and hematopoietic tissue,3,475
natu,4130,"Malignant neoplasms and tumors of lymphatic and hematopoietic tissue, unspecified",4,476
natu,4131,Lymphosarcoma and reticulosarcoma (lymphoma),4,477
natu,4132,Hodgkin's disease,4,478
natu,4133,Multiple myeloma,4,479
natu,4134,Leukemias,4,480
natu,4138,Multiple malignant neoplasms and tumors of lymphatic and hematopoietic tissue,4,481
natu,4139,"Malignant neoplasms and tumors of lymphatic and hematopoietic tissue, n.e.c.",4,482
natu,414,"Malignant neoplasms of digestive organs (esophagus, stomach, liver, intestines)",3,483
natu,415,"Malignant neoplasms of respiratory and intrathoracic (larynx, lung, sinuses, trachea)",3,484
natu,416,Malignant neoplasms of mesothelial and soft tissue,3,485
natu,4161,Mesothelioma,4,486
natu,4169,Malignant neoplasms of other connective and soft tissue,4,487
natu,419,Malignant neoplasms and tumors of other sites,3,488
natu,42,Benign neoplasms and tumors,2,489
natu,420,"Benign neoplasms and tumors, unspecified",3,490
natu,421,"Benign neoplasms of bone, connective tissue, and skin",3,491
natu,4210,"Benign neoplasms of bone, connective tissue, and skin, unspecified",4,492
natu,4211,Benign neoplasms of bone and articular cartilage,4,493
natu,4212,Lipoma (fatty tumor),4,494
natu,4213,Benign neoplasms of the skin,4,495
natu,4218,"Multiple benign neoplasms of bone, connective tissue, and skin",4,496
natu,4219,"Benign neoplasms of bone, connective tissue, and skin, n.e.c.",4,497
natu,429,Benign neoplasms and tumors of other sites,3,498
natu,4290,"Benign neoplasms and tumors of other sites, unspecified",4,499
natu,4291,Hemangioma and lymphangioma—any site,4,500
natu,4298,Multiple benign neoplasms and tumors of other sites,4,501
natu,4299,"Benign neoplasms and tumors of other sites, n.e.c.",4,502
natu,43,Neoplasms and tumors of unknown properties,2,503
natu,430,"Neoplasms and tumors of unknown properties, unspecified",3,504
natu,431,"Bone, articular cartilage neoplasms and tumors of unknown properties",3,505
natu,432,Connective and other soft tissue neoplasms and tumors of unknown properties,3,506
natu,433,Skin neoplasms and tumors of unknown properties,3,507
natu,438,Multiple neoplasms and tumors of unknown properties,3,508
natu,439,"Neoplasms and tumors of other sites of unknown properties, n.e.c.",3,509
natu,5,"SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS",1,510
natu,50,"Symptoms, signs, and ill-defined conditions, unspecified",2,511
natu,51,Symptoms,2,512
natu,510,"Symptoms, unspecified",3,513
natu,511,General symptoms,3,514
natu,5110,"General symptoms, unspecified",4,515
natu,5111,Loss of consciousness—not heat related,4,516
natu,5112,"Convulsions, seizures",4,517
natu,5113,Malaise and fatigue,4,518
natu,5114,Dizziness—general,4,519
natu,5115,"Inflammation, swelling—general",4,520
natu,5116,Numbness—general,4,521
natu,5118,Multiple general symptoms,4,522
natu,5119,"General symptoms, n.e.c.",4,523
natu,512,Symptoms involving nervous and musculoskeletal systems,3,524
natu,5120,"Symptoms involving nervous and musculoskeletal systems, unspecified",4,525
natu,5121,"Spasms or tremors, n.e.c.",4,526
natu,5122,Earache,4,527
natu,5123,Eye strain,4,528
natu,5128,Multiple symptoms involving nervous and musculoskeletal systems,4,529
natu,5129,"Symptoms involving nervous and musculoskeletal systems, n.e.c.",4,530
natu,513,Symptoms involving skin and other integumentary tissue,3,531
natu,5130,"Symptoms involving skin and other integumentary tissue, unspecified",4,532
natu,5131,Edema (including dropsy),4,533
natu,5132,Cyanosis,4,534
natu,5133,Pallor and flushing,4,535
natu,5138,Multiple symptoms involving skin and other integumentary tissue,4,536
