CASE_CODE_TYPE,CASE_CODE,CASE_CODE_TITLE,Hierarchy_level,Sort_sequence
sour,1314,Phosgene,4,69
sour,1315,Trichloroethylene,4,70
sour,1319,"Chlorine compounds, n.e.c.",4,71
sour,132,Fluorine and fluorine compounds,3,72
sour,1320,"Fluorine compounds, unspecified",4,73
sour,1321,Fluorine,4,74
sour,1322,Fluorotrichloromethane,4,75
sour,1329,"Fluorine compounds, n.e.c.",4,76
sour,139,"Halogens and halogen compounds, n.e.c.",3,77
sour,14,"Metallic particulates, trace elements, dusts, powders, fumes",2,78
sour,140,"Metallic particulates, trace elements, dusts, powders, fumes,  unspecified",3,79
sour,141,Arsenic and compounds,3,80
sour,142,Beryllium and compounds,3,81
sour,143,Cadmium and compounds,3,82
sour,144,Lead and compounds,3,83
sour,145,Mercury and compounds,3,84
sour,146,Other metallics and compounds,3,85
sour,1460,"Other metallics and compounds, unspecified",4,86
sour,1461,Aluminum and compounds,4,87
sour,1462,Antimony and compounds,4,88
sour,1463,Chromium and compounds,4,89
sour,1464,Manganese and compounds,4,90
sour,1465,Cobalt and compounds,4,91
sour,1469,"Metallics and compounds, n.e.c.",4,92
sour,147,"Welding or soldering fumes, unspecified or n.e.c.",3,93
sour,148,Multiple metallics and metallic compounds,3,94
sour,149,"Metallic particulates, trace elements, dusts, powders, fumes, n.e.c.",3,95
sour,15,Pesticides and other agricultural chemicals,2,96
sour,150,"Pesticides and other agricultural chemicals, unspecified",3,97
sour,151,"Fertilizers, plant food, n.e.c.",3,98
sour,152,"Fumigants, n.e.c.",3,99
sour,153,Fungicides,3,100
sour,154,Herbicides,3,101
sour,155,Insecticides,3,102
sour,156,Rodenticides,3,103
sour,158,Multiple agricultural chemicals,3,104
sour,159,"Pesticides and other agricultural chemicals, n.e.c.",3,105
sour,16,"Coal, natural gas, petroleum fuels and products",2,106
sour,160,"Coal, natural gas, petroleum fuels and products, unspecified",3,107
sour,161,"Coal, coal dust",3,108
sour,162,Natural gas,3,109
sour,163,"Petroleum, crude oil",3,110
sour,164,"Petroleum fuels, distillates, and products, n.e.c.",3,111
sour,1640,"Petroleum fuels, distillates, and products, unspecified",4,112
sour,1641,"Gasoline, diesel fuel, jet fuel",4,113
sour,1642,"Lubricating greases, cutting oils",4,114
sour,1643,Propane,4,115
sour,1644,"Paving asphalt, asphaltic cement",4,116
sour,1649,"Petroleum fuels, distillates, and products, n.e.c.",4,117
sour,169,"Coal, natural gas, petroleum fuels and products, n.e.c.",3,118
sour,17,Other chemicals,2,119
sour,170,"Other chemicals, unspecified",3,120
sour,171,Ammonia and ammonium compounds,3,121
sour,1710,"Ammonia and ammonium compounds, unspecified",4,122
sour,1711,"Ammonia, anhydrous ammonia",4,123
sour,1712,Ammonium sulfate,4,124
sour,1718,Multiple ammonia and ammonium compounds,4,125
sour,1719,"Ammonia and ammonium compounds, n.e.c.",4,126
sour,172,Cryogenic gases,3,127
sour,173,Cyanide and cyanide compounds,3,128
sour,1730,"Cyanide and cyanide compounds, unspecified",4,129
sour,1731,Hydrogen cyanide,4,130
sour,1739,"Cyanide and cyanide compounds, n.e.c.",4,131
sour,174,Oxygen and oxygen compounds,3,132
sour,1740,"Oxygen and oxygen compounds, unspecified",4,133
sour,1741,Carbon monoxide,4,134
sour,1742,"Carbon dioxide, dry ice",4,135
sour,1743,Nitrogen oxides,4,136
sour,1744,Osmium tetroxide,4,137
sour,1748,Multiple oxygen and oxygen compounds,4,138
sour,1749,"Oxygen and oxygen compounds, n.e.c.",4,139
sour,175,"Plastics, resins",3,140
sour,1750,"Plastics, resins, unspecified",4,141
sour,1751,"Cyanates, urethanes",4,142
sour,1752,Resins,4,143
sour,1759,"Plastics, resins, n.e.c.",4,144
sour,176,"Sewer, mine, and similar gases",3,145
sour,1760,"Sewer, mine, and similar gases, unspecified",4,146
sour,1761,Methane gas,4,147
sour,1762,Mine gas,4,148
sour,1763,Sewer gas,4,149
sour,1764,Manure gas,4,150
sour,1769,"Sewer, mine, and similar gases, n.e.c.",4,151
sour,177,Sulfur and sulfur compounds,3,152
sour,1770,"Sulfur and sulfur compounds, unspecified",4,153
sour,1771,Hydrogen sulfide,4,154
sour,1772,Carbon bisulfide,4,155
sour,1773,Sulfur dioxide,4,156
sour,1778,Multiple sulfur and sulfur compounds,4,157
sour,1779,"Sulfur and sulfur compounds, n.e.c",4,158
sour,178,"Multiple chemicals or chemical mixtures, n.e.c.",3,159
sour,179,"Other chemicals, n.e.c.",3,160
sour,1791,Nitrogen,4,161
sour,1792,Helium,4,162
sour,1793,Hydrogen ,4,163
sour,1794,"Phosphine, phosphane",4,164
sour,1799,"Chemicals, n.e.c.",4,165
sour,18,Chemical products—general,2,166
sour,180,"Chemical products, unspecified",3,167
sour,181,"Adhesives, glues, n.e.c.",3,168
sour,182,"Beauty preparations, cosmetics",3,169
sour,183,"Cleaning and polishing agents, disinfectants",3,170
sour,1830,"Cleaning and polishing agents, unspecified",4,171
sour,1831,"Bleach—nonchlorine, nonperoxide",4,172
sour,1832,Disinfectants,4,173
sour,1833,Drain and oven cleaners,4,174
sour,1834,Soap products,4,175
sour,1835,Synthetic detergents and shampoos,4,176
sour,1838,Multiple cleaning and polishing agents,4,177
sour,1839,"Cleaning and polishing agents, n.e.c.",4,178
sour,184,"Drugs, alcohol, and medicines",3,179
sour,1840,"Drugs, alcohol, and medicines, unspecified",4,180
sour,1841,Alcoholic beverages,4,181
sour,1842,Drugs—nonmedicinal,4,182
sour,1843,"Medicines, except vaccines",4,183
sour,1844,Vaccines,4,184
sour,1848,"Multiple drugs, alcohol, and medicines",4,185
sour,1849,"Drugs, alcohol, and medicines, n.e.c.",4,186
sour,185,"Explosives, blasting agents",3,187
sour,1850,"Explosives, blasting agents, unspecified",4,188
sour,1851,Dynamite,4,189
sour,1852,"Flammable gas, unspecified",4,190
sour,1853,Gunpowder,4,191
sour,1854,"Pyrotechnics, fireworks",4,192
sour,1859,"Explosives, blasting agents, n.e.c.",4,193
sour,186,"Paint, lacquer, shellac, varnish",3,194
sour,1860,"Paint, lacquer, shellac, varnish, unspecified",4,195
sour,1861,"Lacquer, shellac, varnish",4,196
sour,1862,Paint,4,197
sour,1868,"Multiple paint, lacquer, shellac, or varnishes",4,198
sour,1869,"Paint, lacquer, shellac, varnish, n.e.c.",4,199
sour,187,"Solvents, degreasers",3,200
sour,1870,"Solvents, degreasers, unspecified",4,201
sour,1871,Naphtha solvents,4,202
sour,1872,"Paint removers, thinners",4,203
sour,1873,2-Butoxyethanol,4,204
sour,1878,"Multiple solvents, degreasers",4,205
sour,1879,"Solvents, degreasers, n.e.c.",4,206
sour,189,Other chemical products—general,3,207
sour,1891,"Dyes, inks",4,208
sour,1892,Photographic and copying solutions,4,209
sour,1893,Food colorings and flavorings,4,210
sour,1899,"Chemical products, n.e.c.",4,211
sour,19,"Chemicals and chemical products, n.e.c.",2,212
sour,2,"CONTAINERS, FURNITURE AND FIXTURES ",1,213
sour,20,"Containers, furniture, and fixtures, unspecified",2,214
sour,21,Containers,2,215
sour,210,"Containers, unspecified",3,216
sour,211,Containers—nonpressurized,3,217
sour,2110,"Containers—nonpressurized, unspecified",4,218
sour,2111,"Bags, sacks",4,219
sour,2112,"Barrels, drums—except pressurized ",4,220
sour,2113,"Bottles, jugs, flasks",4,221
sour,2114,"Boxes, crates, cartons",4,222
sour,2115,"Buckets, baskets, pails",4,223
sour,2116,Cans,4,224
sour,2117,"Pots, pans, trays",4,225
sour,2118,"Tanks, bins, vats—nonconfined space",4,226
sour,2119,"Containers—nonpressurized, n.e.c.",4,227
sour,212,Containers—pressurized,3,228
sour,2120,"Containers—pressurized, unspecified",4,229
sour,2121,Boilers,4,230
sour,2122,Hoses,4,231
sour,2123,Oxygen tanks and cylinders,4,232
sour,2124,"Pressure lines, except hoses",4,233
sour,2125,Propane tanks and cylinders,4,234
sour,2126,Beer and soda kegs ,4,235
sour,2127,Fire extinguishers ,4,236
sour,2129,"Containers—pressurized, n.e.c.",4,237
sour,213,Containers—variable restraint,3,238
sour,2130,"Containers—variable restraint, unspecified",4,239
sour,2131,"Bundles, bales",4,240
sour,2132,"Packages, parcels",4,241
sour,2133,"Reels, rolls, spools, coils, cones",4,242
sour,2139,"Containers—variable restraint, n.e.c.",4,243
sour,214,"Dishes, drinking cups, beverage glasses",3,244
sour,2140,"Dishes, drinking cups, beverage glasses, unspecified",4,245
sour,2141,"Dishes, bowls",4,246
sour,2142,"Glasses—beverage, drinking cups",4,247
sour,2149,"Dishes, drinking cups, beverage glasses, n.e.c.",4,248
sour,215,"Luggage, handbags",3,249
sour,2150,"Luggage, handbags, unspecified",4,250
sour,2151,Briefcases,4,251
sour,2152,"Handbags, pocketbooks, wallets, tote bags",4,252
sour,2153,"Suitcases, baggage, luggage",4,253
sour,2154,Computer and laptop cases ,4,254
sour,2155,Backpacks ,4,255
sour,2156,Mail bags and satchels—shoulder,4,256
sour,2157,Tool belts,4,257
sour,2158,Multiple luggage and handbags,4,258
sour,2159,"Luggage, handbags, n.e.c.",4,259
sour,216,"Skids, pallets",3,260
sour,218,Multiple types of containers,3,261
sour,219,"Containers, n.e.c.",3,262
sour,22,Furniture and fixtures,2,263
sour,220,"Furniture and fixtures, unspecified",3,264
sour,221,"Cases, cabinets, racks, shelves",3,265
sour,2210,"Cases, cabinets, racks, shelves, unspecified",4,266
sour,2211,Bookcases,4,267
sour,2212,"Cabinets, cases—display, storage",4,268
sour,2213,"Counters, counter tops",4,269
sour,2214,Racks—garment and other ,4,270
sour,2215,Lockers,4,271
sour,2216,Partitions,4,272
sour,2217,"Shelves, shelving",4,273
sour,2218,"Cages, cage racks",4,274
sour,2219,"Cases, cabinets, racks, shelves, n.e.c.",4,275
sour,222,"Floor, wall, and window coverings",3,276
sour,2220,"Floor, wall, and window coverings, unspecified",4,277
sour,2221,Floor coverings— nonstructural,4,278
sour,2222,Wall coverings,4,279
sour,2223,"Window coverings, blinds, shades, draperies",4,280
sour,2229,"Floor, wall, and window coverings, n.e.c.",4,281
sour,223,Furniture,3,282
sour,2230,"Furniture, unspecified",4,283
sour,2231,"Beds, mattresses",4,284
sour,2232,"Benches, workbenches, saw horses",4,285
sour,2233,Chairs,4,286
sour,2234,Desks,4,287
sour,2235,Sofas,4,288
sour,2236,"Tables, worktables",4,289
sour,2237,"Dressers, armoires ",4,290
sour,2238,Multiple types of furniture ,4,291
sour,2239,"Furniture, n.e.c.",4,292
sour,224,Lighting fixtures and equipment,3,293
sour,2240,"Lighting equipment, unspecified",4,294
sour,2241,"Lamps, light fixtures",4,295
sour,2242,Light bulbs,4,296
sour,2249,"Lighting equipment, n.e.c.",4,297
sour,225,Plumbing fixtures,3,298
sour,2250,"Plumbing fixtures, unspecified",4,299
sour,2251,"Bathtubs, hot tubs, showers",4,300
sour,2252,Sinks,4,301
sour,2253,"Toilets, urinals",4,302
sour,2259,"Plumbing fixtures, n.e.c.",4,303
sour,226,"Blackboards, bulletin boards, mirrors",3,304
sour,2260,"Blackboards, bulletin boards, mirrors, unspecified",4,305
sour,2261,"Blackboards, bulletin boards, mirrors—wall-mounted",4,306
sour,2262,"Blackboards, bulletin boards, mirrors—stand-alone",4,307
sour,229,"Furniture and fixtures, n.e.c.",3,308
sour,29,"Containers, furniture, and fixtures, n.e.c.",2,309
sour,3,MACHINERY,1,310
sour,30,"Machinery, unspecified",2,311
sour,31,Agricultural and garden machinery,2,312
sour,310,"Agricultural and garden machinery, unspecified",3,313
sour,311,Harvesting and threshing machinery,3,314
sour,3110,"Harvesting and threshing machinery, unspecified",4,315
sour,3111,Balers—agricultural,4,316
sour,3112,Combines,4,317
sour,3113,"Harvesters, reapers",4,318
sour,3114,Threshers,4,319
sour,3119,"Harvesting and threshing machinery, n.e.c.",4,320
sour,312,Mowing machinery,3,321
sour,3120,"Mowing machinery, unspecified",4,322
sour,3121,"Lawn mowers—nonriding, powered",4,323
sour,3122,Lawn mowers—riding,4,324
sour,3123,Brush hogs—tractor,4,325
sour,3124,Sickle bars—tractor,4,326
sour,3125,"Mower—tractor, n.e.c.",4,327
sour,3129,"Mowing machinery, n.e.c.",4,328
sour,313,"Plowing, planting, and fertilizing machinery",3,329
sour,3130,"Plowing, planting, and fertilizing machinery, unspecified",4,330
sour,3131,Plowing and cultivating machinery,4,331
sour,3132,Seed planting machinery,4,332
sour,3133,Spreading machinery—agricultural,4,333
sour,3139,"Plowing, planting, and fertilizing machinery, n.e.c.",4,334
sour,319,Other agricultural and garden machinery,3,335
sour,3190,"Other agricultural and garden machinery, unspecified",4,336
sour,3191,"Feed grinders, crushers, mixers—agricultural",4,337
sour,3192,Spraying and dusting machinery—agricultural,4,338
sour,3193,Irrigation machinery ,4,339
sour,3199,"Agricultural and garden machinery, n.e.c.",4,340
sour,32,"Construction, logging, and mining machinery",2,341
sour,320,"Construction, logging, and mining machinery, unspecified",3,342
sour,321,Excavating machinery,3,343
sour,3210,"Excavating machinery, unspecified",4,344
sour,3211,"Backhoes, trackhoes",4,345
sour,3212,Bulldozers,4,346
sour,3213,Front and power shovels,4,347
sour,3214,Mini excavators,4,348
sour,3215,Trenchers,4,349
sour,3219,"Excavating machinery, n.e.c.",4,350
sour,322,Loaders,3,351
sour,3220,"Loaders, unspecified",4,352
sour,3221,"Bucket, front-end, end, and pay loaders",4,353
sour,3222,"Skid steer loaders, mini loaders",4,354
sour,3229,"Loaders, n.e.c.",4,355
sour,323,Logging and wood processing machinery—specialized,3,356
sour,3230,"Logging and wood processing machinery—specialized, unspecified",4,357
sour,3231,Mechanical harvesters--logging,4,358
sour,3232,"Forwarding and yarding machinery, except feller-forwarders",4,359
sour,3233,Skidders—cable and grapple,4,360
sour,3234,Chippers,4,361
sour,3235,Log processing machinery,4,362
sour,3236,Combination log processing machinery,4,363
sour,3237,Log loaders,4,364
sour,3239,"Logging and wood processing machinery—specialized, n.e.c.",4,365
sour,324,Mining and drilling machinery,3,366
sour,3240,"Mining and drilling machinery, unspecified",4,367
sour,3241,"Drilling machines, drilling augers",4,368
sour,3242,"Mineral sorters, separators, concentrators",4,369
sour,3243,Tunneling machines,4,370
sour,3244,Oil drilling rigs and machinery,4,371
sour,3249,"Mining and drilling machinery, n.e.c.",4,372
sour,325,Road grading and surfacing machinery,3,373
sour,3250,"Road grading and surfacing machinery, unspecified",4,374
sour,3251,Asphalt and concrete spreaders,4,375
sour,3252,"Asphalt and concrete paving machines, pavers",4,376
sour,3253,"Rollers, compactors—construction",4,377
sour,3254,"Graders, scrapers—construction",4,378
sour,3255,"Milling machines, cold planers, and road profilers",4,379
sour,3256,"Road recyclers, road reclaimers",4,380
sour,3257,Material transfer machines,4,381
sour,3258,Road linemarking and striping machinery,4,382
sour,3259,"Road grading and surfacing machinery, n.e.c.",4,383
sour,329,"Other construction, logging, and mining machinery",3,384
sour,3290,"Other construction, logging, and mining machinery, unspecified",4,385
sour,3291,"Agitators, mixers—earth, mineral",4,386
sour,3292,"Compactors, crushers, pulverizers—earth, mineral",4,387
sour,3293,"Pile drivers, tamping machinery",4,388
sour,3299,"Construction, logging, and mining machinery, n.e.c.",4,389
sour,33,"Heating, cooling, and cleaning machinery and appliances",2,390
sour,330,"Heating, cooling, and cleaning machinery and appliances, unspecified",3,391
sour,331,Cooling and humidifying machinery and appliances,3,392
sour,3310,"Cooling and humidifying machinery and appliances, unspecified",4,393
sour,3311,Air conditioning units,4,394
sour,3312,"Fans, blowers—wall, floor, ceiling, ventilation",4,395
sour,3313,"Humidifiers, dehumidifiers, vaporizers",4,396
sour,3314,"Refrigerators, freezers, ice makers",4,397
sour,3319,"Cooling and humidifying machinery and appliances, n.e.c.",4,398
sour,332,Heating and cooking machinery and appliances,3,399
sour,3320,"Heating and cooking machinery and appliances, unspecified",4,400
sour,3321,Beverage heating and percolating equipment and  appliances,4,401
sour,3322,Broiling and frying equipment and appliances,4,402
sour,3323,Fabric pressers and ironing appliances,4,403
sour,3324,"Furnaces, heaters",4,404
sour,3325,Kilns,4,405
sour,3326,"Ranges, cooking ovens, grills, toasters, food warmers",4,406
sour,3327,Steaming equipment and appliances,4,407
sour,3329,"Heating and cooking machinery and appliances, n.e.c.",4,408
sour,333,"Washers, dryers, and cleaning machinery and appliances",3,409
sour,3330,"Washers, dryers, and cleaning machinery and appliances, unspecified",4,410
sour,3331,Car or vehicle washing machinery,4,411
sour,3332,Clothes dryers,4,412
sour,3333,Clothes washers,4,413
sour,3334,Dishwashers,4,414
sour,3335,Hair and hand dryers,4,415
sour,3336,Vacuum cleaners,4,416
sour,3339,"Washers, dryers, and cleaning machinery and appliances, n.e.c.",4,417
sour,339,"Heating, cooling, and cleaning machinery and appliances, n.e.c.",3,418
sour,34,Material and personnel handling machinery,2,419
sour,340,"Material and personnel handling machinery, unspecified",3,420
sour,341,Conveyors—gravity and nonpowered,3,421
sour,3410,"Conveyors—gravity and nonpowered, unspecified",4,422
sour,3411,Chutes,4,423
sour,3412,Conveyors—roller,4,424
sour,3413,Conveyors—wheel,4,425
sour,3419,"Conveyors—gravity and nonpowered, n.e.c.",4,426
sour,342,Conveyors—powered,3,427
sour,3420,"Conveyors—powered, unspecified",4,428
sour,3421,Conveyors—belt,4,429
sour,3422,"Conveyors—bucket, cup",4,430
sour,3423,Conveyors—chain,4,431
sour,3424,Conveyors—live roller,4,432
sour,3425,Conveyors—pan,4,433
sour,3426,Conveyors—pneumatic,4,434
sour,3427,"Conveyors—screw, auger",4,435
sour,3428,Conveyors—slot,4,436
sour,3429,"Conveyors—powered, n.e.c.",4,437
sour,343,Cranes,3,438
sour,3430,"Cranes, unspecified",4,439
sour,3431,Cranes—truck-mounted,4,440
sour,3432,Cranes—rail-mounted,4,441
sour,3433,"Cranes—floating, barge mounted",4,442
sour,3434,Cranes—other mobile cranes,4,443
sour,3435,"Cranes—tower, self-erecting, portal, pillar, hammerhead",4,444
sour,3436,"Cranes—gantry, overhead, monorail, container",4,445
sour,3437,Cranes—other fixed or stationary cranes,4,446
sour,3439,"Cranes, n.e.c.",4,447
sour,344,Overhead hoists,3,448
sour,3440,"Overhead hoists, unspecified",4,449
sour,3441,Overhead hoists—electric powered,4,450
sour,3442,Overhead hoists—manual,4,451
sour,3443,Overhead hoists—pneumatic powered,4,452
sour,3449,"Overhead hoists, n.e.c.",4,453
sour,345,Derricks and related equipment,3,454
sour,346,"Elevators, hoists, aerial lifts, personnel platforms—except truck-mounted",3,455
sour,3460,"Elevators, hoists, aerial lifts, personnel platforms—except truck-mounted, unspecified",4,456
sour,3461,Dumbwaiters,4,457
sour,3462,Elevators,4,458
sour,3463,Manlifts,4,459
sour,3464,Automobile lifts and hoists,4,460
sour,3465,Material and personnel hoists,4,461
sour,3466,Boat lifts,4,462
sour,3467,"Aerial lifts, scissor lifts—except truck-mounted",4,463
sour,3469,"Elevators, hoists, aerial lifts, personnel platforms—except truck-mounted, n.e.c.",4,464
sour,347,Jacks,3,465
sour,348,"Ski lifts, nonrail amusement rides",3,466
sour,3480,"Ski lifts, nonrail amusement rides, unspecified",4,467
sour,3481,"Ski lifts, gondola rides",4,468
sour,3482,Nonrail amusement rides,4,469
sour,3489,"Ski lifts, nonrail amusement rides, n.e.c.",4,470
sour,349,Other material and personnel handling machinery,3,471
sour,3490,"Other material and personnel handling machinery, unspecified",4,472
sour,3491,"Winders, unwinders",4,473
sour,3492,"Banding, baling, strapping machinery",4,474
sour,3493,Stacking machinery,4,475
sour,3499,"Material and personnel handling machinery, n.e.c.",4,476
sour,35,"Metal, woodworking, and special material machinery",2,477
sour,350,"Metal, woodworking, and special material machinery, unspecified",3,478
sour,351,"Bending, rolling, shaping machinery",3,479
sour,3510,"Bending, rolling, shaping machinery, unspecified",4,480
sour,3511,"Bending, crimping machines",4,481
sour,3512,Shearing machines,4,482
sour,3513,"Rolling mills, rolling, calendering machinery",4,483
sour,3519,"Bending, rolling, shaping machinery, n.e.c.",4,484
sour,352,"Boring, drilling, planing, milling machinery",3,485
sour,3520,"Boring, drilling, planing, milling machinery, unspecified",4,486
sour,3521,Drills—stationary,4,487
sour,3522,Planing mills,4,488
sour,3523,Milling machines,4,489
sour,3524,Reaming machines,4,490
sour,3525,"Boring, routing, notching machines",4,491
sour,3529,"Boring, drilling, planing, milling machinery, n.e.c.",4,492
sour,353,"Extruding, injecting, forming, molding machinery",3,493
sour,3530,"Extruding, injecting, forming, molding machinery, unspecified",4,494
sour,3531,Casting machinery,4,495
sour,3532,Extruding machinery,4,496
sour,3533,Forging machinery,4,497
sour,3534,Plastic injection molding machinery,4,498
sour,3539,"Extruding, injecting, forming, molding machinery, n.e.c.",4,499
sour,354,"Grinding, polishing machinery",3,500
sour,3540,"Grinding, polishing machinery, unspecified",4,501
sour,3541,"Grinders, abraders",4,502
sour,3542,"Honing, polishing, lapping machinery",4,503
sour,3549,"Grinding, polishing machinery, n.e.c.",4,504
sour,355,Lathes,3,505
sour,3550,"Lathes, unspecified",4,506
sour,3551,Metalworking lathes,4,507
sour,3552,Woodworking lathes,4,508
sour,3559,"Lathes, n.e.c.",4,509
sour,356,"Presses, except printing",3,510
sour,3560,"Presses, except printing, unspecified",4,511
sour,3561,Assembly presses,4,512
sour,3562,Brake presses,4,513
sour,3563,Punch presses,4,514
sour,3569,"Presses, except printing, n.e.c.",4,515
sour,357,Sawing machinery—stationary,3,516
sour,3570,"Sawing machinery—stationary, unspecified",4,517
sour,3571,"Arm saws, radial arm saws",4,518
sour,3572,Band saws,4,519
sour,3573,Table saws,4,520
sour,3579,"Sawing machinery—stationary, n.e.c.",4,521
sour,358,Threading and tapping machines,3,522
sour,359,"Other metal, woodworking, and special material machinery",3,523
sour,3590,"Other metal, woodworking, and special material machinery, unspecified",4,524
sour,3591,Electrochemical and discharge machinery (EDM),4,525
sour,3592,Laser cutting machinery,4,526
sour,3593,Pressure fluid cutting machinery,4,527
sour,3594,Welding machinery,4,528
sour,3599,"Metal, woodworking, and special material machinery, n.e.c.",4,529
sour,36,Office and business machinery,2,530
sour,360,"Office and business machinery, unspecified",3,531
sour,361,Computers and peripheral equipment,3,532
sour,3610,"Computers and peripheral equipment, unspecified",4,533
sour,3611,Computer monitors,4,534
sour,3612,Computers—CPUs,4,535
sour,3613,Keyboards—computer,4,536
sour,3614,Optical scanners,4,537
sour,3615,Printers and plotters—computer,4,538
sour,3616,"Computer mice, laptop trackpads",4,539
sour,3618,Multiple computer and peripheral equipment,4,540
sour,3619,"Computers and peripheral equipment, n.e.c.",4,541
sour,362,"Office, banking, and retail machinery",3,542
sour,3620,"Office, banking, and retail machinery, unspecified",4,543
sour,3621,Automated teller machines,4,544
sour,3622,Calculating machines and cash registers,4,545
sour,3623,FAX machines,4,546
sour,3624,Mailing and metering machines,4,547
sour,3625,Photocopiers,4,548
sour,3626,Typewriters and word processing equipment,4,549
sour,3627,Shredders,4,550
sour,3629,"Office, banking, and retail machinery, n.e.c.",4,551
sour,369,"Office and business machinery, n.e.c.",3,552
sour,37,Special process machinery,2,553
sour,370,"Special process machinery, unspecified",3,554
sour,371,Food and beverage processing machinery—specialized,3,555
sour,3710,"Food and beverage processing machinery—specialized, unspecified",4,556
sour,3711,Food slicers,4,557
sour,3712,"Juice, oil, and fat extractors",4,558
sour,3713,Meat grinders,4,559
sour,3714,"Mixers, blenders, whippers—food and beverage",4,560
sour,3715,Butchering machinery,4,561
sour,3716,Dairy and milk processing machinery—specialized,4,562
sour,3719,"Food and beverage processing machinery—specialized, n.e.c.",4,563
sour,372,"Medical, surgical, x-ray machinery and equipment",3,564
sour,3720,"Medical, surgical, x-ray machinery and equipment, unspecified",4,565
sour,3721,"Medical machinery and equipment, except x-ray",4,566
sour,3722,"X-ray, magnetic resonance imaging (MRI), and fluoroscope machinery and equipment",4,567
sour,3729,"Medical, surgical, x-ray machinery and equipment, n.e.c.",4,568
sour,373,"Packaging, bottling, wrapping machinery",3,569
sour,3730,"Packaging, bottling, wrapping machinery, unspecified",4,570
sour,3731,"Bottling, canning, filling machinery",4,571
sour,3732,"Packaging, wrapping, bundling machinery",4,572
sour,3733,Product labeling machinery,4,573
sour,3734,"Sealing, stapling machinery",4,574
sour,3739,"Packaging, bottling, wrapping machinery, n.e.c.",4,575
sour,374,Paper production machinery,3,576
sour,3740,"Paper production machinery, unspecified",4,577
sour,3741,"Calenders, supercalenders—paper production",4,578
sour,3742,Coaters—paper production,4,579
sour,3743,Dryers—paper production,4,580
sour,3744,Formers—paper production,4,581
sour,3745,"Slitters, winders—paper production",4,582
sour,3746,"Washers, bleachers, refiners—paper production",4,583
sour,3749,"Paper production machinery, n.e.c.",4,584
sour,375,Printing machinery and equipment,3,585
sour,3750,"Printing machinery and equipment, unspecified",4,586
sour,3751,Bindery machinery,4,587
